date,rating,review,reviewer,title,ymd
01-08-2020,5,Thanks to Mr. Uday Shinde who organized our stay at ITC Maratha it was a smooth and very comfortable experience. Considering the stressful Covid situation and Chaos at the airport our stay at the hotel was rather pleasant and soothing. Specially the quality of food service of the front desk and entire staff including Jessica Ajay Ravindra Karishma Saili who were prompt and very cooperative. We salute them for being at the frontline putting themselves at risk. Would highly recommend to book your hotel stay in advance in ITC Maratha for stressfree experience.,Pawanpa,Pleasant and warm experience,200801
31-07-2020,5,I have stayed at ITC many times over the years. The staff at this hotel are what makes my stay enjoyable and what encourages me to repeatedly book. (Maxim) The concierge are one of the most knowledgeable people in the industry and always so friendly. ,Rhianne2001,Outstanding Attention to detail,200731
28-07-2020,5,I have been to ITC Maratha for many occasions with my family and also alone for work purpose. It has always impressed me by the services and food quality. Another reason for me to love this hotel is that now they have started delivering food at your doorstep which is really a great initiative by the hotel. During this pandemic I was craving for the delicious food and luckily I got opportunity to take advantage of this service from Swiggy. I would like to thanks Guest Relations Sayali for letting me know about the weassure services hotel have come up with. The packaging and quality was up to the mark. No doubt why this hotel has been my favourite always and would recommend others also about the same. Me and my family really enjoyed the food. Thank you team and Sayali.,RohiniS1991,Trusted Hotel,200728
25-07-2020,5,I have stayed at this hotel during my work travels for more than 10 years. Each stay just get better with time. Not only does the hotel amenities improve the staff showed marked improvements in their job knowledge and service attitudes. ,CJG6906,Excellent Hospitality extended by Welcome Concierge Maxim Mascarenhas.,200725
24-07-2020,5,"Excellent Hospitality extended by Guest Relations ""Ms.Vanessa & her team"" 🙏",Munchimi,"Excellent Hospitality extended by Guest Relations ""Ms.Vanessa & her team"" 🙏",200724
24-07-2020,5,I stayed at ITC Maratha in 3rd week of July 2020. Friendly and efficient people very systematic and well prepared. The check in/out was a breeze (very well handled by Ms. Mahima). Very thoughtful and practical arrangements for safety of guests/staff including a 'knock and drop' system for all room services. Would definitely include ITC Maratha in my future plans.,828arpit,Excellent place to stay at all times,200724
23-07-2020,5,I was quarantined at ITC Maratha for a week. I couldn't leave my room during the stay. But the hotel staff was very helpful with all my requests. Ajay and Adrian were very polite and made sure my stay was very comfortable throughout the week ,reemar2018,Quarantine Stay,200723
22-07-2020,5,I visited ITC Maratha in the month of feb and since then I am missing this place. ,Kirtiagarwal12aug,Review,200722
20-07-2020,5,It was last year that i had visited this hotel for Parsi New Year. Though it didnt fall on a weekend but came for a staycation here at ITC Maratha to celebrate iti had memorable experience smooth check in and room orientation done by the lovely Guest Relations Vanessa. She arranged a cake for us to celebrate my New Year as a gesture and helped us get a table reservation at Dum Pukht.,PallaviP158,Parsi new year,200720
20-07-2020,5,Sanket panchal front office department suggested the hotel maratha to me. Staff over their was friendly and helpful specially Mahima singh.,Tosnehasawant,Stayed for quarantine,200720
18-07-2020,5,I always stay in ITC maratha whenever i visit mumbai for work. The hotel is amazing and comfortable. Very elegantly decorated as well.,Sanjana S,Nice hotel,200718
17-07-2020,5,ITC Maratha has some of the finest people as their  staff. And Id like to appreciate all of them. They go out of the way to make sure you get a feel of home away from home. And are ever willing to go the extra mile to bring a smile on their guests faces and make their moments special. ,soniasingh_m,Amazing hotel and amazing staff,200717
16-07-2020,5,Easily connected to Airport approx 800 m which is reachable when to reach the hotel well greeted by the staffs step toward the reception and you would be assisted with courtesy and guided toward the entire hotel property. Right from coffee shop to Dum Pukht to Peshawri you have a lot to choose for Cusine and your appetide. ,prsnt7,"""Visit during Christmas Festive""",200716
15-07-2020,5,Miss food and Ambiance and waiting for it start full fledgedly. The quality of the food and the Ambiance was actually worth it. So a flight landing at 08.00 makes me take a stop at the restaurent for dinner.,Maddywani,Restaurent,200715
15-07-2020,5,Stay was a value for money it's close to the Airport and Juhu Beach. Rooms pretty clean and had a very comfortable stay. Friendly staff. Churendra Vikram and team ensured to make our stay memorable with the surprise as we were celebrating our anniversary.,AmolRindhe,Overall a great stay ,200715
08-07-2020,5,We recently spent 7 days at this wonderful hotel when we were quarantined on arriving to India on an international flight. The staff took excellent care of all our needs and made the quarantine stay a pleasant experience. Especially Rosie and Umesh took great pains to see that we had all that we needed. The food quality was also very good. Overall an excellent experience in these trying times.,hemantmainkar,Comfortable quarantine stay with caring stay,200708
07-07-2020,5,I was staying at ITC Maratha for my quarantine and my stay was awesome. The quality of food is just perfect. Ajay and Adrian have been the very cooperative and helpful. The staff at the reception is warm and welcoming. The rooms are well equipped. Although due to COVID19 quarantine regulations room services weren't available but the hotel staff ensured everything was made available at the door.,amived,Perfect place to stay,200707
29-06-2020,5,This is a Fantastic hotel with amazing staff.,Klmh73,Itc Maratha Mumbai,200629
26-06-2020,5,During my stay at the hotel I have experience the great hospitality provided by the hotel staff. The concierge namely Mr Ajay is super friendly and very accommodating. He makes his guests feel like Kings and queens. He accords them the highest respect and is professionally capable. The rest of the team from the reception to the chamber maids are very friendly as well. It has made my stay most pleasant. ,Sq336,Mr,200626
29-03-2020,5,I am big fan of ITC hotels. They offer exceptional hospitality with personalized service for each guest. ITC Maratha is huge property with beautiful interiors inspired from 18th and 19th century. ,kamalgarg22,Exception Hospitality !,200329
29-03-2020,4,We stay at the ITC Maratha only for one night stopover on our arrival into Mumbai.,FMR40,Beautiful Hotel,200329
23-03-2020,5,ITC Maratha a renowned Hotel in the Hospitality Industry ..,Elangotravel123,Cool Stay inspite of scary situation,200323
15-03-2020,5,I recently visited ITC Maratha with my wife to celebrate our anniversary. Upon arrival we was greeted with a traditional Indian welcome with In-room check-in. To our delight we were upgraded to a suite which was a lovely and spacious room. To top it all up we entered the room to see a delicious cake macaroons chocolate coated strawberries and exotic fruits. The next morning we enjoyed a sumptuous breakfast spread with great coffee. During our entire stay the staff was extremely courteous helpful and displayed the best luxury service. I would highly recommend to book your stay at ITC Maratha.,kashyapm2015,A pleasant stay at one of the most iconic properties in Mumbai,200315
12-03-2020,5,Had a pleasant trip at ITC Maratha. The crew who served us for breakfast was very helpful and quick to serve us. I would like to compliment Sahil Jayesh Amir and Sharon for their excellent service. They were able to make us feel at home with amazing service. Good job and hope to see them again for my next stay.,diongdionggg,Pleasant Trip,200312
07-03-2020,1,Stayed 8 nights there. Fitness room is small and the threadmills are clearly not up to date. Rooms are comfy and tidy. But the hotel restaurants the morning and evening buffet personnel are below those luxury standards: extremely slow at everything lost on the ground... and lastly cherry on the cake: the check out took 35min...    At least hotel location is practical.,Xavier T,What a joke!,200307
07-03-2020,5,ITC house keeping staff Mr Dhan has been very kind  caring and helpful . Made my stay very pleasant and comfortable. Cleaning service has been of very high quality and hygiene focused . They have been forthcoming on asking whether there is a need of additional things. Its so helpful to have such a caring staff.,kpriyadarshan,Excellent service and personal caring for customers,200307
05-03-2020,5,Have been going to the hotel time and again. Every time thinking that next time let me try some other property. But the team here is excellent. Very helpful and attentive. ,95samirn,Awesome stay each time ,200305
03-03-2020,5,I have come to ITC Maratha many times on work. But this is my first stay. I usually stay in other properties in Mumbai. The warmth and attentiveness is very commendable. I must mention Dhan Prasad from housekeeping who went to great lengths to get me some tea I preferred. It is always the small things that leave a big impression. This was one.,Babitabaruah70,Excellent Experience,200303
01-03-2020,4,The hotel is just next to T2 terminal in Bombay. The hotel has grand entrance  the reception staff is courteous and polite. The concierge personas very courteous to guide about Bombay. It has huge dinning area and different restaurants. The SPA is very spacious and well designed. Food is good . ,rbs02,Grand property near Airport ,200301
01-03-2020,5,The rooms are very comfortable. Moreover the restaurant has excellent service. The food is well prepared and all the staff is extremely warm and welcoming specially Chef Nikhil who hosted us very well. Would love to come again.,sasha m,Excellent Service,200301
29-02-2020,4,The hotel is very conveniently located close to the International Airport. It has a beautiful facade and beautiful Peshwa Pavillion replicating the grandeur of Maratha Empire. ,aarnavs,Excellent Hotel Service needs improvement,200229
28-02-2020,5,Came to this beautiful hotel again after 2 years. Nice to the amazing changes made and some fresh determined faces. Excellent service by the team despite a few hiccups. Mahima is a gem of a lady. Helpful all the way to make sure everything was wonderful. The food at peshwa pavilion is good. The spa is the best amongst all ITC hotels  the therapists are amazing. The only thing required to be looked into is the upkeep of the rooms as there are some issues cropping up.,rishiraajd,Timeless Classic,200228
28-02-2020,5,My experience at this hotel was one I greatly enjoyed. Amanda and Harleen welcome my co-workers and myself the moment we step foot into the hotel. They made sure all our rooms and request were made prior to arriving. This made it easy for my co-workers and I to retire to our rooms after enduring a long flight from the U.S. I highly recommend this hotel.,TonyBoch,Excellent Service and professionalism.,200228
27-02-2020,5,Out here for dinner first of all getting a table was very difficult as restaurent was full but we happen to get one as a guest did not turn up. This time we opted for ala carte menu and orders for Chicken Reshmi Veg Seekh Kabab Paneer Kabab and Dal Makhani with some breads. While others were excellent I was disappointed with Veg Seekh Kebab as they were very dry from inside and not well baked. ,Abhishekca1,Dinner with colleagues,200227
27-02-2020,5,Came back here after a couple of months things are still as wonderful in this hotel. ,esther_ger,Best concierge service goes to Shafan,200227
26-02-2020,4,Stayed here recently for a business trip and the room was luxurious. I really liked the walk-in wardrobe. The only flip side was the various long corridors I had to walk back to reach my room. My room was in the farthest possible corner from the lift and many a times I lost my way to reach back. Overall I love the palatial feel of the property and would love to come back again and explore it a bit more.,Deeksha S,Short but luxurious stay,200226
23-02-2020,5,Stayed here 1 night in Dec with the family. Rooms are beautifully decorated and clean. Staff are super friendly and helpful. Breakfast was amazing huge selection you are spoilt for choice. Good selection of restaurants too. Hotel is located 2 mins away from the airport so very convenient if you're in Mumbai for a short time.,DivaOrlene,Lovely hotel,200223
22-02-2020,5,I spent 4 days at ITC Maratha in Feb 2020 and I was totally overwhelmed by the facilities. Not only was the room utterly luxurious the attitude and hospitality showcased by the staff has left me awestruck. They tried to make me feel totally at home! Coming to the food the breakfast menu is EXTENSIVE! The variety is great and the taste is even better. Each dish on the table is made in authentic style. It was a great experience and I recommend it to everyone!,avantidabhere,Amazing hospitality excellent ambiance & most courteous staff!,200222
22-02-2020,5,The room was like a dream. Well coordinated and plush furnishings. In my limited experience of staying in 20 5 star hotels this was the best looking room. Courteous staff and great location adds to the property. Breakfast left lot to be desired for. Did not enjoy the selection as there was nothing special and each staff allocated the same table to multiple guests.,Avi_944,Extraordinary place!!,200222
19-02-2020,5,A fantastic hotel they had fantastic food options in the hotel.  I want to say a special thank you to Vijay from the concierge desk he was so extremely helpful each day coordinating our rides for business.  And then the help that he gave arranging our day off tour of Mumbai was so much appreciated!!,Maohaony,Fantastic Hotel and Staff,200219
19-02-2020,5,We spent 5 days at ITC Maratha Sahar Road in Feb 2020 and attended a wedding and I cannot tell you how much we enjoyed our stay there. I would give them a 5 Star for overall experience but would give 10 over 5 for the staff. Each and every one from registration staff to bellman and wait staff were all so helpful and courteous and went above and beyond their call of duty to attend to us. The concierge Vijay was so helpful spent so much time with us with a smile. ,letha58,Amazing Service Excellent food Luxe Rooms,200219
15-02-2020,5,I wanted somewhere close to the airport as I was arriving very early morning and leaving the next day. This was a good base being 10mins from the terminals etc. The hotel is very grand and has great service and range of foods and seating areas. The pool area was lovely although the pool itself was very cold! Spa was great and the pavillion cafe was great for both breakfast and dinner. Only complaint was that I asked for masala chai and it was very overpriced for a very small cup! It should be priced per pot. ,Tara S,Great place to stay near the airport ,200215
13-02-2020,5,ITC Maratha Mumbai is a kind of my home away from home.The staff take care of you from the time you make the booking till you check out and that is what makes me to stay here since 2009 well over a decade. As a frequent traveller my expectations are very high and Maratha never let me down. The express check in beautiful room with all the preferences taken care of like your choice of news and financial papers additional toiletries fresh towels and good amount of bottled waters  there is nothing that I can ask more. The house keeping manager Ms Priyanka Chowdry ensures beautiful flowers are kept and special chair is placed. Butler services headed by Mr Nagendra Mr Deepak is out standing. Guys who work and dine the in room dining service is very convenient. Ms Ana  (pl forgive me if I misspelt) always bring your food with a lovely smile and wonderful hospitality. The dining experience at the erectly renovated  coffee shop was amazing. Mr Kapil and Mr Ajay is absolutely outstanding and wonderful hosts. Itc Maratha is a wonderful place to stay in Mumbai.,Srijanakas,ITC MARATHA MUMBAI MY FIRST CHOICE IN MUMBAI,200213
12-02-2020,5,Stayed 1 night in the middle of flight connections and very much enjoyed the short stay. The hotel is very convenient to the airport the front desk recognized and appreciated a loyal Marriott member and the hotel has fantastic dining options. Additionally Vijay from the concierge was helpful in finding a couple of awesome sweet shops. We will definitely be back in the future. ,ghoshtravels,Short but lovely stay at ITC,200212
12-02-2020,5,A massive thank you to all the staff at ITC. The standard of service and treatment from the staff is second to none. Very welcoming and will do whatever they can to help.,AmishYou,Amazing! Lovely Hotel and Lovely Staff !,200212
10-02-2020,5,Enjoyed a memorable stay at ITC Maratha for family wedding ceremonies. Rooms are extremely well furnished and well maintained. Buffets are very good. The staff is very courteous polite and goes out of the way to ensure customer delight: ,NirmalJPunjabi,Outstanding Service,200210
10-02-2020,5,I am a regular guest in ITC and I feel pampered all the time I visit. The food is delicious service is fabulous  Thanks to Kapil cleatus and Niladri. I would really like to thank team housekeeping they take care of me really well.  Special thanks to Akshay  Aishwarya from housekeeping to take care of my preferences and clean rooms given all the time.,bhubsaraswat,Feels home all the time!!,200210
09-02-2020,2,I staid in this hotel for one night when returning to Europe.,Noémi V,Where luxury meets lack of higiene,200209
08-02-2020,5,Excellent food and great service from Jeremiah and Amit at Peshwa Pavillion. A wide variety of selection is available from Chinese Western and Indian food. The masala tea served here is really tasty. Recommend to stay here.,caydencsl,Love my stay,200208
05-02-2020,5,A memorable stay facilitated by the lovely people working at ITC Maratha. The Ambience of the hotel  with its grandeur was exhilarating  and was made more pleasurable by the Front desk during the process of checkin. The ease and comforting approach by  the front Desk staff  helps you settle and soothe ones nerve faster  after a long trip and nothing can better than to be made at ease with little or no worries of the check in process. ,shaileshdas,Grandeur of the Grand -An awesome one,200205
05-02-2020,2,Airport hotel,GovindarajanV,Airport hotel,200205
03-02-2020,5,Booked this property at the very last minute. Loved it completely.,Sameer_24,Excellent stay,200203
03-02-2020,5,The hotel is amazing. The room are very clean and comfortable. The hotel is spotless and the pool is fabulous. Great location It just oozes class and history. Staff (a lot of them!) including Isha & team (Fiza Delzine) very charming and always look beautiful in perfectly draped saree. Our crew check-in process is done efficiently in the Upper crust Lounge where Mr. Haryjot is always very kind and helpful. Breakfast is excellent also last but not the least would like to thank Vijay from conceirge and Sanket from belldesk . ,284aishwaryad,A superb experience.,200203
02-02-2020,1,I booked a room for the night of 9th to 10th february with booking com reservation  2598375444.,Gldornano,Impossible to communicate,200202
30-01-2020,5,Dear Gurpreet ,SETHIMAHESH,2 day Conference in Ball room,200130
27-01-2020,5,Note I did not say “find in India”. This is truly one of the best hotels I have visited anywhere. From the variety of food onsite the personal attention provided by the staff or the comfortable rooms you will not be disappointed. I cannot wait to return. ,E1263SJmichaelk,One of the nicest hotels you will find,200127
24-01-2020,4,Stayed one night in January before my international flight out of Bombay. I was pleased with the room and the overall service. The meals in Peshwa Pavilion were excellent. The newly renovated Peshwa Pavilion looks fresh but the rest of the property especially the rooms is now due for an update.,VoiceOfGoa,Pleasant But Showing Its Age,200124
23-01-2020,5,Receptionists are very professional and take initiatives to attend you to make you feel at home. Staffs at Peshwa Pavilion and Peshwari restaurants are super helpful and friendly. Explaining how to enjoy Indian meal with knowledge & passion - ,travelsgtw,Great hospitality ,200123
19-01-2020,5,Usually stay in this hotel during layover in mumbai.,Chee Meng W,Excellent service,200119
18-01-2020,5,I had my wedding event at the ITC maratha i was very happy with the hospitality we received since the first day. ,AvinashM387,Mr Avinash Modi,200118
15-01-2020,1,Appalling!,Nicole P,Appalling!,200115
14-01-2020,5,I am impressed with the personal and professional service rendered by the hotel staff especially Mr Shafan who has gone out of the way to accede to the hotel guests enquiries and requests. ,Cheerymaker,Outstanding and accommodative staff,200114
09-01-2020,5,Had a simple kal dosai and bindi kurma. I must say that I have not had a kurma like that ever. It was made in a typical chettinad style and reminded me of my home town. All thanks to Mr. Kasi. I had requested for an onion kal dosa as well. It was done very well with ghee. Overall one of the most memorable dinners. It was topped with some rasam served on the side. It is one the best rasam any one could ever taste. I have been to so many restaurants and I being a South Indian myself. I have not had a better rasam ever. Thanks Mr. Kasi. ,lramkuma,Awesome dakshin food,200109
07-01-2020,5,We just had a night stay at the hotel and I could say was quite impressed with the service. Be it the reception butler service bell desk or staff at the buffet breakfast all of them were happy to help. ,rajeshrpjha,Impressed with the service,200107
07-01-2020,5,Had a very relaxing stay and the Maratha i travel to India often for official visit and this time i stayed with Maratha ITC. Its a very relaxing place to stay in the middle of a city which is running like mad all the time. I loved the architecture and interiors which give it a feel of the Maratha era. The Staff was very helpful right from checking in to the dining uptil i left. i was told that their coffee shop has been refurbished which i felt was very cozy and comfortable ( i think its because of the blue colored theme). The one useful feature i found was that their Sofas have a built in charger which often becomes necessary if i have to take calls and i can't leave the area. Loved the food and the selections of cuisines that they have there. the hotel manager Abhay became a guide for me to browse through the restaurants. His team made sure all my needs ( from getting a meeting room to local travel sorted) were taken care of. Will definitely come back here again!,370nikhilg,A very relaxing stay!,200107
01-01-2020,5,ITC Maratha is in very convenient location close to the international and domestic airport in Mumbai.,Charuhindostani,Mumbai aka Bombay - ITC Maratha,200101
